Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT/ACT,College,Admitted,Enrolled,College_GPA
15604,3,4,F,0,0,3.55,1120,Arts & Letters,No,No,
15605,7,7,F,0,1,3.58,1170,Business & Economics,No,No,
15606,5,6,M,1,0,3.65,1330,Math & Science,No,No,
15607,6,4,F,1,0,3.64,1040,Business & Economics,No,No,
15608,6,4,M,1,0,3.57,1280,Math & Science,Yes,Yes,3.250
15609,5,7,M,0,0,2.76,810,Arts & Letters,No,No,
15610,7,6,F,1,0,3.12,1170,Math & Science,No,No,
15611,3,4,M,1,0,3.37,1060,Math & Science,No,No,
15612,3,3,M,1,0,4.05,1390,Business & Economics,Yes,No,
15613,6,6,M,1,0,4.04,1440,Business & Economics,Yes,No,
15614,7,5,M,0,0,4.25,1350,Arts & Letters,No,Yes,3.783
15615,6,6,F,1,0,2.95,1150,Arts & Letters,No,No,
15616,5,6,M,0,1,3.95,1300,Math & Science,Yes,No,
15617,7,6,F,0,0,2.58,950,Business & Economics,No,No,
15618,7,4,F,1,0,3.50,1210,Arts & Letters,No,No,
15619,4,6,F,1,0,4.32,1470,Arts & Letters,Yes,No,
15620,4,5,F,1,0,4.09,1230,Arts & Letters,Yes,No,
15621,6,6,M,1,0,3.22,1160,Arts & Letters,No,No,
15622,7,4,M,1,0,2.70,1110,Arts & Letters,No,No,
15623,4,6,F,1,0,3.29,1110,Arts & Letters,No,No,
15624,7,6,M,0,0,3.19,1220,Arts & Letters,No,No,
15625,4,4,M,0,0,2.33,1100,Math & Science,No,No,
15626,4,5,F,1,0,3.06,1270,Math & Science,No,No,
15627,7,7,M,1,0,2.79,1120,Math & Science,No,No,
15628,4,6,M,1,0,3.08,990,Arts & Letters,No,No,
15629,7,7,F,0,1,3.11,1480,Arts & Letters,No,No,
15630,4,3,F,1,0,4.23,1170,Arts & Letters,No,No,
15631,3,3,M,0,1,3.30,1240,Arts & Letters,No,No,
15632,3,4,M,1,0,2.61,1050,Arts & Letters,No,No,
15633,6,6,M,1,0,2.88,1020,Business & Economics,No,No,
15634,6,6,M,1,0,3.77,1060,Arts & Letters,No,No,
15635,7,7,M,1,0,4.15,1340,Math & Science,Yes,No,
15636,7,7,M,0,1,3.39,1040,Math & Science,No,No,
15637,7,7,M,1,0,3.25,1060,Math & Science,No,No,
15638,5,6,F,0,1,2.94,970,Arts & Letters,No,No,
15639,7,7,M,0,0,3.25,1280,Business & Economics,No,No,
15640,4,4,M,1,0,2.71,1100,Arts & Letters,No,No,
15641,7,7,F,1,0,4.36,1580,Math & Science,Yes,No,
15642,7,6,M,0,1,3.89,1280,Business & Economics,No,No,
15643,6,5,F,1,0,3.70,1230,Math & Science,No,No,
15644,6,5,F,1,0,3.04,1250,Arts & Letters,No,No,
15645,7,6,F,1,0,2.89,920,Arts & Letters,No,No,
15646,6,5,M,0,0,2.50,1070,Arts & Letters,No,No,
15647,3,6,M,1,0,3.21,990,Business & Economics,No,No,
15648,2,3,F,0,0,3.35,1040,Math & Science,No,No,
15649,7,7,M,0,0,2.85,1010,Arts & Letters,No,No,
15650,5,5,M,0,1,3.06,930,Math & Science,No,No,
15651,3,4,F,0,0,2.63,880,Arts & Letters,No,No,
15652,6,6,M,1,0,3.18,970,Arts & Letters,No,No,
15653,7,6,F,0,0,4.00,1210,Arts & Letters,No,No,
15654,6,6,M,1,0,3.32,1040,Arts & Letters,No,No,
15655,6,6,M,1,0,2.41,1120,Arts & Letters,No,No,
15656,7,7,M,0,0,2.55,1200,Math & Science,No,No,
15657,3,4,M,0,0,3.21,1170,Business & Economics,No,No,
15658,4,4,M,0,0,3.15,1220,Arts & Letters,No,No,
15659,7,6,M,0,1,3.31,1360,Arts & Letters,Yes,No,
15660,7,7,M,0,1,2.80,1010,Business & Economics,No,No,
15661,4,4,F,0,1,3.15,880,Business & Economics,No,No,
15662,3,5,M,0,1,3.18,1160,Arts & Letters,No,No,
15663,7,3,F,1,0,3.48,1010,Arts & Letters,No,No,
15664,3,3,F,0,0,2.96,820,Arts & Letters,No,No,
15665,7,7,F,0,0,3.67,1100,Arts & Letters,No,No,
15666,6,3,M,1,0,4.05,1410,Business & Economics,Yes,No,
15667,3,3,F,0,1,3.23,1150,Math & Science,No,No,
15668,7,2,F,1,0,4.23,1240,Math & Science,No,No,
15669,1,1,M,0,1,4.14,910,Math & Science,Yes,Yes,2.681
15670,2,2,M,0,1,4.14,1270,Math & Science,Yes,No,
15671,6,6,M,0,0,3.50,1120,Business & Economics,Yes,Yes,2.108
15672,7,7,F,1,0,4.17,1490,Math & Science,Yes,No,
15673,6,3,M,0,0,2.88,1350,Math & Science,No,No,
15674,6,3,M,1,0,3.10,1070,Arts & Letters,No,No,
15675,7,3,M,0,0,2.96,810,Math & Science,No,No,
15676,7,6,F,0,0,3.04,910,Business & Economics,No,No,
15677,6,4,M,0,0,3.55,1260,Arts & Letters,Yes,No,
15678,4,5,F,1,0,3.42,1160,Math & Science,No,No,
15679,2,1,F,0,0,3.35,1110,Arts & Letters,No,No,
15680,2,3,F,0,0,3.77,940,Math & Science,Yes,No,
15681,3,6,F,0,0,3.40,970,Math & Science,No,No,
15682,6,7,M,1,0,3.39,1250,Business & Economics,No,No,
15683,7,6,M,1,0,3.71,1150,Arts & Letters,Yes,Yes,3.188
15684,6,5,M,1,0,4.16,1040,Arts & Letters,No,Yes,3.205
15685,5,5,M,1,0,3.46,800,Math & Science,No,No,
15686,6,5,M,0,0,4.12,1070,Business & Economics,Yes,No,
15687,7,7,M,0,0,3.80,1340,Business & Economics,Yes,No,
15688,7,7,F,1,0,3.88,1220,Math & Science,No,No,
15689,6,6,M,0,1,3.77,1350,Math & Science,No,No,
15690,7,6,F,1,0,2.77,1250,Arts & Letters,No,No,
15691,5,6,M,0,0,4.00,1280,Business & Economics,Yes,No,
15692,4,2,F,0,0,3.54,1310,Arts & Letters,Yes,No,
15693,6,6,M,0,0,3.11,1210,Arts & Letters,No,No,
15694,3,4,F,0,1,3.40,1290,Arts & Letters,No,No,
15695,6,6,F,1,0,3.45,1040,Arts & Letters,No,No,
15696,7,7,F,0,0,3.44,1230,Arts & Letters,No,No,
15697,7,6,M,0,0,3.64,1350,Arts & Letters,Yes,No,
15698,4,4,F,1,0,3.73,1080,Arts & Letters,No,No,
15699,7,4,M,0,0,4.33,1440,Arts & Letters,Yes,No,
15700,4,4,M,1,0,3.59,1200,Business & Economics,No,No,
15701,6,6,M,0,1,3.50,1090,Math & Science,No,No,
15702,6,7,F,0,0,3.15,1000,Arts & Letters,No,No,
15703,6,2,M,1,0,3.25,1100,Math & Science,No,No,
15704,4,4,M,1,0,3.56,1310,Business & Economics,Yes,No,
15705,7,6,M,0,0,3.30,1160,Business & Economics,No,No,
15706,6,4,M,1,0,3.70,1200,Arts & Letters,No,No,
15707,6,3,M,0,1,4.05,1340,Math & Science,No,No,
15708,4,4,M,1,0,4.00,1090,Math & Science,Yes,Yes,3.076
15709,7,5,M,1,0,3.00,990,Arts & Letters,No,No,
15710,7,7,F,0,1,3.80,1320,Math & Science,No,No,
15711,5,6,M,1,0,4.05,1150,Math & Science,Yes,Yes,3.220
15712,6,4,F,1,0,3.86,1440,Arts & Letters,Yes,No,
15713,1,1,M,0,0,2.89,1000,Arts & Letters,No,No,
15714,6,6,M,0,1,2.65,970,Arts & Letters,No,No,
15715,6,6,M,0,1,3.23,1470,Arts & Letters,No,No,
15716,3,3,F,1,0,2.88,1150,Math & Science,No,No,
15717,4,6,M,0,1,3.20,1120,Business & Economics,No,No,
15718,6,5,M,0,0,3.26,1040,Arts & Letters,No,No,
15719,7,6,F,1,0,3.39,1380,Math & Science,Yes,No,
15720,7,6,F,0,0,3.45,1170,Arts & Letters,No,No,
15721,5,6,F,0,0,3.05,900,Arts & Letters,No,No,
15722,3,3,F,0,1,3.81,1230,Business & Economics,Yes,No,
15723,5,3,F,0,1,3.23,1160,Arts & Letters,No,No,
15724,3,4,M,1,0,3.39,940,Arts & Letters,No,No,
15725,4,4,M,0,0,3.38,1120,Arts & Letters,No,No,
15726,2,5,M,0,0,2.65,1040,Arts & Letters,No,No,
15727,7,7,F,1,0,2.57,1000,Arts & Letters,No,No,
15728,6,6,F,1,0,3.60,1280,Arts & Letters,Yes,No,
15729,6,7,M,0,0,3.36,1170,Arts & Letters,No,No,
15730,4,4,M,0,1,3.32,1220,Business & Economics,No,No,
15731,1,4,F,0,0,3.58,1310,Arts & Letters,Yes,No,
15732,3,7,F,0,0,3.43,1380,Math & Science,No,No,
15733,3,4,M,0,1,3.50,1030,Math & Science,No,No,
15734,7,7,M,0,0,3.91,1300,Business & Economics,No,No,
15735,7,7,M,0,0,3.13,1210,Math & Science,Yes,Yes,3.522
15736,5,6,M,0,0,3.27,910,Arts & Letters,No,No,
15737,4,4,M,0,0,4.09,1040,Math & Science,Yes,Yes,2.352
15738,2,3,M,0,0,3.43,1130,Business & Economics,No,No,
15739,6,6,M,1,0,3.15,1020,Math & Science,No,No,
15740,6,4,M,1,0,3.00,1130,Arts & Letters,No,No,
15741,5,6,F,1,0,3.38,990,Arts & Letters,No,No,
15742,6,5,F,0,1,3.08,1090,Arts & Letters,No,No,
15743,1,1,M,0,0,3.36,890,Arts & Letters,No,No,
15744,1,3,F,0,0,3.91,1170,Arts & Letters,Yes,No,
15745,7,7,F,0,0,3.64,1190,Arts & Letters,No,No,
15746,6,6,F,0,0,3.00,1030,Arts & Letters,No,No,
15747,7,5,M,1,0,4.21,1370,Arts & Letters,Yes,Yes,3.719
15748,5,6,F,0,1,4.40,1300,Business & Economics,Yes,No,
15749,3,3,M,0,1,3.09,1090,Business & Economics,No,No,
15750,2,2,M,0,1,3.96,1060,Math & Science,Yes,No,
15751,3,3,M,0,0,2.95,1020,Arts & Letters,No,No,
15752,4,4,F,1,0,3.12,1010,Math & Science,No,No,
15753,2,1,M,1,0,3.05,900,Math & Science,No,No,
15754,3,1,M,0,0,2.38,840,Arts & Letters,No,No,
15755,7,6,F,1,0,4.09,1070,Arts & Letters,Yes,No,
15756,7,6,F,1,0,4.25,1360,Math & Science,Yes,No,
15757,4,4,M,0,0,2.55,950,Arts & Letters,No,No,
15758,7,3,F,0,0,3.14,950,Arts & Letters,No,No,
15759,4,5,M,0,0,2.40,1100,Arts & Letters,No,No,
15760,6,3,M,1,0,3.46,1220,Math & Science,No,No,
15761,6,6,M,1,0,3.88,1190,Business & Economics,Yes,Yes,3.094
15762,2,2,F,1,0,3.15,1040,Math & Science,No,No,
15763,7,5,M,1,0,2.88,1070,Arts & Letters,No,No,
15764,4,3,F,1,0,3.90,1290,Arts & Letters,No,No,
15765,7,6,F,1,0,3.95,1340,Arts & Letters,Yes,No,
15766,7,7,M,1,0,3.75,970,Arts & Letters,No,No,
15767,7,7,M,1,0,4.25,1260,Arts & Letters,Yes,No,
15768,7,6,F,0,1,3.06,1060,Math & Science,No,No,
15769,6,7,F,1,0,4.17,1330,Math & Science,No,No,
15770,6,4,M,0,0,3.62,1240,Business & Economics,No,No,
15771,7,6,M,0,0,3.45,1270,Business & Economics,Yes,Yes,2.649
15772,6,3,F,0,1,3.20,1380,Arts & Letters,No,No,
15773,5,2,M,0,1,2.83,820,Business & Economics,No,No,
15774,7,7,M,0,0,3.41,1330,Arts & Letters,No,No,
15775,1,1,F,0,0,2.93,990,Arts & Letters,No,No,
15776,4,4,M,1,0,3.48,1050,Math & Science,No,No,
15777,3,5,F,1,0,4.10,980,Math & Science,No,No,
15778,6,6,F,0,1,3.95,1380,Math & Science,Yes,No,
15779,4,6,F,0,1,3.65,1120,Business & Economics,No,No,
15780,6,5,M,0,0,3.21,1110,Business & Economics,No,No,
15781,7,7,F,0,0,4.00,1390,Math & Science,Yes,No,
15782,7,6,F,1,0,3.12,1100,Arts & Letters,No,No,
15783,6,7,M,0,0,3.82,1250,Math & Science,No,No,
15784,2,2,F,0,0,3.08,770,Arts & Letters,No,No,
15785,7,7,M,1,0,3.70,1160,Business & Economics,No,No,
15786,4,4,M,1,0,3.17,1170,Math & Science,No,No,
15787,3,3,F,0,0,3.18,870,Business & Economics,No,No,
15788,3,6,F,1,0,3.00,1070,Math & Science,No,No,
15789,7,5,M,0,1,4.09,1420,Business & Economics,Yes,No,
15790,4,7,M,1,0,3.15,1030,Math & Science,No,No,
15791,7,4,M,1,0,4.15,1110,Math & Science,Yes,Yes,1.720
15792,6,4,F,1,0,4.40,1310,Arts & Letters,No,No,
15793,4,6,M,0,0,2.85,930,Arts & Letters,No,No,
15794,2,5,F,0,0,3.25,970,Arts & Letters,No,No,
15795,3,2,M,1,0,2.90,1080,Math & Science,No,No,
15796,4,4,F,0,0,4.35,1320,Math & Science,Yes,No,
15797,3,3,F,0,1,2.78,1040,Business & Economics,No,No,
15798,3,3,M,1,0,2.95,1170,Business & Economics,No,No,
15799,4,4,F,1,0,4.05,950,Arts & Letters,No,No,
15800,3,3,M,1,0,3.36,1190,Business & Economics,No,No,
15801,7,6,M,1,0,4.31,1550,Math & Science,Yes,No,
15802,1,2,M,0,0,3.35,1040,Math & Science,No,No,
15803,6,4,M,1,0,3.40,1470,Arts & Letters,No,No,
15804,6,6,F,0,0,4.05,1150,Arts & Letters,No,No,
15805,3,4,F,1,0,3.15,1050,Arts & Letters,No,No,
15806,6,7,F,1,0,3.16,1410,Arts & Letters,No,No,
15807,7,6,M,1,0,3.27,1250,Arts & Letters,No,No,
15808,3,4,M,1,0,4.35,1340,Arts & Letters,Yes,Yes,3.361
15809,6,2,M,1,0,3.00,1040,Business & Economics,No,No,
15810,4,6,M,1,0,3.50,1150,Business & Economics,No,No,
15811,6,4,M,0,0,2.06,560,Business & Economics,No,No,
15812,6,2,M,1,0,4.00,1330,Math & Science,Yes,No,
15813,7,6,F,1,0,4.36,1290,Arts & Letters,Yes,No,
15814,6,7,M,1,0,3.41,1280,Math & Science,No,No,
15815,4,5,F,0,0,3.86,1180,Arts & Letters,No,No,
15816,6,6,M,0,1,3.58,1350,Business & Economics,No,No,
15817,6,6,M,0,1,3.70,1240,Arts & Letters,No,No,
15818,4,5,M,1,0,3.17,1280,Business & Economics,No,No,
15819,7,6,F,1,0,3.26,1170,Arts & Letters,No,No,
15820,7,6,M,0,1,3.86,1320,Math & Science,No,No,
15821,6,6,M,1,0,3.04,1120,Arts & Letters,No,No,
15822,4,4,F,0,0,3.45,1140,Math & Science,No,No,
15823,7,6,F,1,0,3.95,1310,Business & Economics,Yes,No,
15824,4,4,M,0,0,3.15,1030,Math & Science,No,No,
15825,2,4,M,1,0,3.81,1340,Business & Economics,Yes,Yes,3.074
15826,4,6,F,1,0,3.38,1240,Arts & Letters,Yes,No,
15827,3,3,M,0,0,3.36,1160,Business & Economics,No,No,
15828,3,6,M,0,1,3.43,1280,Math & Science,No,No,
15829,4,4,M,0,1,3.41,880,Arts & Letters,No,No,
15830,6,6,F,1,0,3.05,1250,Arts & Letters,No,No,
15831,7,6,F,0,1,4.00,1230,Arts & Letters,No,No,
15832,4,6,F,0,1,3.50,1080,Arts & Letters,No,No,
15833,4,3,F,0,0,3.77,1190,Math & Science,Yes,No,
15834,3,3,M,0,1,3.33,1270,Math & Science,No,No,
15835,4,6,F,0,1,3.55,1050,Arts & Letters,No,No,
15836,6,6,F,1,0,2.50,900,Arts & Letters,No,No,
15837,6,4,M,0,0,4.04,1330,Math & Science,Yes,Yes,3.380
15838,5,6,F,0,1,3.59,1380,Math & Science,No,No,
15839,4,4,M,1,0,3.40,1300,Arts & Letters,No,No,
15840,6,7,F,1,0,3.75,1460,Math & Science,Yes,No,
15841,7,5,F,1,0,3.55,1000,Arts & Letters,No,No,
15842,6,4,F,0,1,3.23,1030,Arts & Letters,No,No,
15843,3,4,M,0,1,2.87,750,Business & Economics,No,No,
15844,7,3,M,0,1,3.50,1230,Business & Economics,No,No,
15845,1,1,M,0,0,3.67,1260,Arts & Letters,No,No,
15846,3,3,F,0,0,3.27,880,Business & Economics,No,No,
15847,2,1,M,0,1,3.38,1250,Math & Science,Yes,No,
15848,7,6,F,1,0,3.58,1190,Business & Economics,No,No,
15849,7,7,M,1,0,3.39,1280,Arts & Letters,No,No,
15850,6,4,F,0,0,3.05,850,Math & Science,No,No,
15851,1,3,F,0,1,3.96,1190,Math & Science,Yes,No,
15852,3,4,F,0,1,3.15,1050,Arts & Letters,No,No,
15853,6,4,F,0,0,3.17,1090,Math & Science,No,No,
15854,7,6,M,1,0,3.21,1180,Arts & Letters,No,No,
15855,7,7,M,1,0,3.68,1290,Arts & Letters,Yes,No,
15856,4,3,M,0,0,2.48,870,Business & Economics,No,No,
15857,6,7,M,1,0,3.68,1160,Math & Science,No,No,
15858,4,3,M,0,1,3.59,1260,Arts & Letters,No,No,
15859,1,1,M,0,1,3.25,920,Business & Economics,No,No,
15860,2,2,F,0,0,3.55,1120,Arts & Letters,No,No,
15861,1,1,F,0,0,2.04,1060,Arts & Letters,No,No,
15862,6,6,F,1,0,3.57,990,Arts & Letters,No,No,
15863,6,7,F,0,1,3.42,1110,Math & Science,No,No,
15864,3,3,F,0,0,3.41,990,Arts & Letters,No,No,
15865,7,7,F,1,0,4.24,1400,Arts & Letters,Yes,No,
15866,6,3,M,0,0,3.80,1100,Arts & Letters,No,No,
15867,6,6,F,1,0,3.10,1140,Arts & Letters,No,No,
15868,6,7,M,1,0,2.75,1240,Business & Economics,No,No,
15869,6,6,F,1,0,3.44,1290,Math & Science,No,No,
15870,3,3,F,0,0,3.96,1120,Math & Science,No,No,
15871,4,7,M,1,0,3.40,1210,Business & Economics,No,No,
15872,4,4,F,1,0,3.25,1040,Arts & Letters,No,No,
15873,1,1,M,0,0,3.12,830,Business & Economics,No,No,
15874,7,6,M,0,1,3.08,1330,Business & Economics,No,No,
15875,3,7,M,1,0,4.08,1160,Arts & Letters,Yes,No,
15876,6,7,M,0,0,3.95,1230,Business & Economics,Yes,No,
15877,1,1,F,0,0,3.00,1010,Business & Economics,No,No,
15878,6,7,F,1,0,3.05,1200,Math & Science,No,No,
15879,1,1,F,0,0,3.89,1130,Math & Science,Yes,No,
15880,7,7,F,1,0,3.23,1160,Arts & Letters,No,No,
15881,3,3,F,0,0,3.65,1320,Business & Economics,Yes,No,
15882,7,7,M,1,0,3.71,1340,Arts & Letters,Yes,No,
15883,6,3,F,1,0,4.18,1490,Arts & Letters,Yes,No,
15884,4,4,M,1,0,3.44,1010,Math & Science,No,No,
15885,6,6,M,0,1,3.64,1180,Arts & Letters,No,Yes,2.474
15886,3,3,F,0,0,3.28,960,Arts & Letters,No,No,
15887,6,5,F,0,0,3.88,1240,Arts & Letters,Yes,No,
15888,4,6,M,0,0,3.90,1060,Math & Science,No,No,
15889,6,4,M,1,0,2.81,1120,Arts & Letters,No,No,
15890,6,3,M,0,0,3.31,1100,Math & Science,No,No,
15891,7,6,M,1,0,3.95,1270,Arts & Letters,No,No,
15892,7,7,F,0,0,2.96,1100,Arts & Letters,No,No,
15893,6,6,M,0,0,2.55,1000,Arts & Letters,No,No,
15894,4,6,F,0,1,3.44,1010,Math & Science,No,No,
15895,2,4,F,0,0,2.74,790,Arts & Letters,No,No,
15896,4,2,F,1,0,4.25,1180,Arts & Letters,No,No,
15897,7,7,F,0,0,3.62,1310,Math & Science,Yes,No,
15898,2,1,M,0,1,4.08,1000,Math & Science,Yes,No,
15899,6,7,F,1,0,3.15,1290,Arts & Letters,No,No,
15900,3,4,F,0,0,3.09,920,Business & Economics,No,No,
15901,6,5,F,0,0,3.60,1060,Arts & Letters,No,No,
15902,7,4,M,1,0,3.79,1400,Business & Economics,Yes,No,
15903,6,5,M,0,1,3.96,1370,Business & Economics,Yes,Yes,3.555
15904,4,4,F,1,0,3.82,1250,Arts & Letters,No,No,
15905,7,5,M,0,1,3.45,1350,Math & Science,No,No,
15906,4,5,F,0,0,2.75,910,Math & Science,No,No,
15907,6,6,F,1,0,2.80,1170,Math & Science,No,No,
15908,3,3,M,0,1,3.10,1060,Arts & Letters,No,No,
15909,3,5,F,0,0,3.65,1000,Business & Economics,No,No,
15910,7,6,M,1,0,3.38,1070,Arts & Letters,No,No,
15911,5,5,F,0,1,3.33,790,Arts & Letters,No,No,
15912,6,6,F,1,0,3.25,1260,Arts & Letters,No,No,
15913,3,3,M,0,1,3.57,1160,Math & Science,No,No,
15914,7,7,M,1,0,4.00,1120,Business & Economics,Yes,Yes,2.647
15915,6,6,M,1,0,2.88,1080,Business & Economics,No,No,
15916,3,3,F,0,0,3.10,930,Arts & Letters,No,No,
15917,6,6,F,1,0,3.23,950,Arts & Letters,No,No,
15918,5,7,M,0,0,3.95,1320,Math & Science,No,No,
15919,2,3,F,0,0,3.30,890,Arts & Letters,No,No,
15920,5,4,F,0,0,3.72,900,Arts & Letters,No,No,
15921,7,5,F,0,0,3.00,1010,Business & Economics,No,No,
15922,7,6,M,1,0,3.67,1220,Arts & Letters,No,No,
15923,2,1,M,0,0,2.71,700,Math & Science,No,No,
15924,6,7,M,1,0,3.50,1320,Business & Economics,No,No,
15925,2,6,F,0,0,3.12,960,Math & Science,No,No,
15926,2,4,M,0,0,3.86,900,Business & Economics,Yes,Yes,2.802
15927,1,1,F,0,0,4.20,1200,Business & Economics,Yes,No,
15928,4,3,M,0,1,3.62,1320,Arts & Letters,No,No,
15929,7,5,F,1,0,4.04,1030,Arts & Letters,Yes,No,
15930,3,3,M,0,1,2.89,870,Business & Economics,No,No,
15931,2,2,M,1,0,3.32,1180,Arts & Letters,Yes,No,
15932,6,4,M,1,0,3.78,1240,Business & Economics,Yes,Yes,2.981
15933,5,6,M,0,1,2.60,1260,Arts & Letters,No,No,
15934,6,6,F,0,1,3.95,1530,Arts & Letters,Yes,No,
15935,6,4,M,0,0,2.84,750,Arts & Letters,No,No,
15936,5,4,F,0,0,4.33,1230,Math & Science,Yes,No,
15937,6,6,F,1,0,3.78,1230,Arts & Letters,No,No,
15938,6,7,M,1,0,2.89,1170,Business & Economics,No,No,
15939,2,4,F,0,1,3.55,1010,Math & Science,No,No,
15940,3,3,M,0,0,3.80,1270,Business & Economics,No,No,
15941,7,7,M,0,0,3.05,1200,Arts & Letters,No,No,
15942,7,6,M,0,1,2.54,1270,Business & Economics,No,No,
15943,1,1,M,0,1,3.90,1130,Math & Science,Yes,No,
15944,6,6,F,0,1,2.92,1120,Math & Science,No,No,
15945,7,7,F,1,0,3.21,1270,Math & Science,No,No,
15946,7,4,M,0,0,3.35,1310,Math & Science,No,No,
15947,6,3,M,1,0,3.90,1030,Arts & Letters,No,No,
15948,7,4,F,0,0,3.67,930,Arts & Letters,No,No,
15949,6,5,F,1,0,3.65,1110,Arts & Letters,No,No,
15950,7,7,M,1,0,3.54,1150,Business & Economics,No,No,
15951,6,6,M,1,0,3.17,1120,Business & Economics,No,No,
15952,6,6,M,0,1,3.18,1490,Math & Science,No,No,
15953,2,2,M,0,1,3.91,1120,Math & Science,Yes,No,
15954,5,6,M,1,0,3.22,920,Business & Economics,No,No,
15955,6,6,M,1,0,3.56,1370,Business & Economics,No,No,
15956,3,3,M,0,1,3.17,1330,Arts & Letters,No,No,
15957,1,1,M,0,0,3.79,1230,Math & Science,Yes,No,
15958,6,5,F,1,0,3.74,1090,Arts & Letters,No,No,
15959,4,6,M,1,0,3.26,1120,Business & Economics,No,No,
15960,7,6,M,1,0,3.45,1360,Business & Economics,No,No,
15961,7,6,M,1,0,4.20,1300,Business & Economics,Yes,No,
15962,3,4,M,0,0,3.68,1080,Math & Science,No,No,
15963,7,6,M,1,0,2.96,1000,Arts & Letters,No,No,
15964,7,5,M,0,1,3.26,1240,Business & Economics,No,No,
15965,6,4,F,1,0,3.29,1070,Arts & Letters,No,No,
15966,3,3,F,0,0,2.61,930,Arts & Letters,No,No,
15967,6,7,F,0,0,3.79,1370,Arts & Letters,No,No,
15968,1,4,M,0,0,3.15,1060,Arts & Letters,No,No,
15969,1,2,F,0,0,3.85,1070,Arts & Letters,Yes,No,
15970,6,6,M,0,1,3.29,1160,Arts & Letters,No,No,
15971,4,6,M,1,0,3.85,1340,Math & Science,Yes,Yes,2.736
15972,4,4,M,0,0,3.85,1110,Business & Economics,Yes,No,
15973,6,3,M,0,1,3.03,1340,Math & Science,No,No,
15974,7,4,M,1,0,4.25,1180,Business & Economics,Yes,Yes,3.195
15975,4,4,F,0,1,3.71,1260,Arts & Letters,No,No,
15976,3,3,F,0,1,3.33,930,Math & Science,No,No,
15977,6,6,M,1,0,4.08,1250,Math & Science,Yes,No,
15978,6,6,F,1,0,3.68,1190,Math & Science,No,No,
15979,7,6,F,0,1,3.36,1260,Arts & Letters,No,No,
15980,1,1,M,0,0,3.40,1140,Math & Science,Yes,No,
15981,7,3,M,1,0,3.90,1070,Arts & Letters,Yes,No,
15982,6,6,M,0,1,3.42,1300,Math & Science,No,No,
15983,4,4,M,1,0,3.44,1120,Math & Science,No,No,
15984,1,2,M,0,0,3.32,1080,Arts & Letters,No,No,
15985,5,6,M,0,1,3.87,1250,Math & Science,No,No,
15986,6,4,M,0,0,2.53,990,Math & Science,No,No,
15987,3,3,F,0,1,3.06,1100,Math & Science,No,No,
15988,7,3,M,1,0,3.45,1450,Math & Science,Yes,No,
15989,2,7,F,0,0,3.11,1210,Arts & Letters,No,No,
15990,5,6,F,0,1,3.23,1220,Arts & Letters,No,No,
15991,7,7,M,1,0,3.64,1170,Business & Economics,No,No,
15992,4,5,F,0,0,2.96,1100,Arts & Letters,No,No,
15993,3,1,F,0,0,4.14,1230,Business & Economics,Yes,No,
15994,4,5,F,1,0,3.35,820,Arts & Letters,No,No,
15995,6,6,M,1,0,3.30,960,Arts & Letters,No,No,
15996,7,4,M,0,0,3.60,1140,Math & Science,Yes,No,
15997,5,5,M,0,0,2.07,1010,Arts & Letters,No,No,
15998,6,5,F,0,1,3.45,1040,Business & Economics,No,No,
15999,7,6,M,0,1,3.58,1080,Math & Science,No,No,
16000,2,1,F,0,0,3.44,1000,Math & Science,No,No,
16001,4,6,F,0,0,3.96,1210,Arts & Letters,No,No,
16002,2,1,M,0,0,3.48,950,Math & Science,No,No,
16003,6,5,F,1,0,2.55,1170,Arts & Letters,No,No,
16004,6,6,M,1,0,4.23,1200,Math & Science,Yes,No,
16005,6,4,F,0,0,3.36,1020,Math & Science,No,No,
16006,6,4,F,0,0,2.35,960,Arts & Letters,No,No,
16007,3,3,F,0,0,3.93,1250,Business & Economics,Yes,No,
16008,6,6,M,0,0,4.05,1470,Math & Science,Yes,No,
16009,6,6,F,0,0,3.17,960,Arts & Letters,No,No,
16010,7,7,M,0,1,2.90,1200,Arts & Letters,No,No,
16011,7,7,M,1,0,3.75,1310,Math & Science,No,No,
16012,6,6,M,0,1,3.59,1460,Math & Science,No,No,
16013,4,6,M,0,0,3.04,1090,Arts & Letters,No,No,
16014,6,6,M,0,0,2.50,1150,Math & Science,No,No,
16015,6,6,M,1,0,3.05,1390,Math & Science,No,No,
16016,3,1,F,0,1,2.67,760,Arts & Letters,No,No,
16017,6,4,F,1,0,3.95,1320,Math & Science,Yes,No,
16018,3,4,F,1,0,3.58,1190,Arts & Letters,No,No,
16019,3,3,M,0,0,3.00,840,Business & Economics,No,No,
16020,1,2,M,0,0,3.96,1240,Math & Science,Yes,No,
16021,7,7,M,1,0,3.59,1200,Math & Science,No,No,
16022,7,7,F,0,1,0.00,950,Business & Economics,No,No,
16023,7,7,M,1,0,3.25,980,Math & Science,No,No,
16024,7,6,F,0,1,3.88,1370,Business & Economics,Yes,No,
16025,5,4,M,0,0,3.21,1290,Math & Science,No,No,
16026,6,6,M,0,1,2.95,1180,Business & Economics,No,No,
16027,3,3,M,1,0,3.75,980,Arts & Letters,No,No,
16028,6,6,F,0,1,3.82,1020,Math & Science,No,No,
